iso14443a card select failed
#db# 193 mV       
#db# 161 mV       
#db# 193 mV       
#db# 418 mV       
#db# 290 mV       
#db# 128 mV       
#db# 257 mV       
#db# 418 mV       
#db# 418 mV       
#db# 257 mV       
#db# 354 mV       
#db# 290 mV       
#db# 451 mV       
#db# 451 mV       
#db# 128 mV       
#db# 290 mV       
#db# 483 mV       
#db# 225 mV       
#db# 257 mV       
#db# 161 mV       
#db# 386 mV       
#db# 290 mV       
#db# 386 mV       
#db# 225 mV       
#db# 290 mV       
#db# 257 mV       
#db# 225 mV       
#db# 128 mV       
#db# 257 mV       
#db# 451 mV       
#db# 354 mV       
#db# 257 mV       
#db# 193 mV       
#db# 290 mV       
#db# 257 mV       
#db# 128 mV       
#db# 290 mV       
#db# 354 mV       
#db# 418 mV       
#db# 386 mV       
#db# 161 mV       
#db# 322 mV       
#db# 161 mV       
#db# 483 mV       
#db# 128 mV       
#db# 322 mV       
#db# 483 mV       
#db# 322 mV       
#db# 193 mV       
#db# 483 mV       
#db# 193 mV       
#db# 483 mV       
#db# 322 mV       
#db# 257 mV       
#db# 290 mV       
#db# 128 mV       
#db# 386 mV       
#db# 257 mV       
#db# 451 mV       
#db# 386 mV       
#db# 161 mV       
#db# 128 mV       
#db# 193 mV       
#db# 322 mV       
#db# 451 mV       
#db# 128 mV       
#db# 161 mV       
#db# 322 mV       
#db# 386 mV       
#db# 128 mV       
#db# 128 mV       
#db# 193 mV       
#db# 193 mV       
#db# 451 mV       
#db# 322 mV       
#db# 257 mV       
#db# 128 mV       
#db# 354 mV       
#db# 451 mV       
#db# 128 mV       
#db# 290 mV       
#db# 193 mV       
#db# 290 mV       
#db# 354 mV       
#db# 354 mV       
#db# 418 mV       
#db# 322 mV       
#db# 354 mV       
#db# 128 mV       
#db# 354 mV       
#db# 354 mV       
#db# 193 mV       
#db# 354 mV       
#db# 96 mV       
#db# 128 mV       
#db# 290 mV       
#db# 96 mV       
#db# 290 mV       
#db# 161 mV       
#db# 451 mV       
#db# 386 mV       
#db# 161 mV       
#db# 96 mV       
#db# 225 mV       
#db# 128 mV       
#db# 161 mV       
#db# 290 mV       
#db# 418 mV       
#db# 193 mV       
#db# 128 mV       
#db# 322 mV       
#db# 257 mV       
#db# 451 mV       
#db# 483 mV       
#db# 290 mV       
#db# 418 mV       
#db# 386 mV       
#db# 225 mV       
#db# 128 mV       
#db# 193 mV       
#db# 290 mV       
#db# 483 mV       
#db# 257 mV       
#db# 128 mV       
#db# 225 mV       
#db# 322 mV       
#db# 386 mV       
#db# 161 mV       
#db# 451 mV       
#db# 161 mV       
#db# 354 mV       
#db# 451 mV       
#db# 128 mV       
#db# 225 mV       
#db# 161 mV       
#db# 483 mV       
#db# 193 mV       
#db# 483 mV       
#db# 322 mV       
#db# 193 mV       
#db# 225 mV       
#db# 354 mV       
#db# 354 mV       
#db# 322 mV       
#db# 483 mV       
#db# 161 mV       
#db# 290 mV       
#db# 386 mV       
#db# 483 mV       
#db# 451 mV       
#db# 451 mV       
#db# 161 mV       
#db# 483 mV       
#db# 290 mV       
#db# 257 mV       
#db# 193 mV       
#db# 322 mV       
#db# 257 mV       
#db# 418 mV       
#db# 322 mV       
#db# 225 mV       
#db# 161 mV       
#db# 128 mV       
#db# 225 mV       
#db# 128 mV       
#db# 96 mV       
#db# 451 mV       
#db# 386 mV       
#db# 451 mV       
#db# 257 mV       
#db# 451 mV       
#db# 128 mV       
#db# 225 mV       
#db# 322 mV       
#db# 322 mV       
#db# 483 mV       
#db# 354 mV       
#db# 193 mV       
#db# 161 mV       
#db# 128 mV       
#db# 322 mV       
#db# 386 mV       
#db# 322 mV       
#db# 257 mV       
#db# 386 mV       
#db# 483 mV       
#db# 128 mV       
#db# 354 mV       
#db# 322 mV       
#db# 161 mV       
#db# 161 mV       
#db# 322 mV       
#db# 418 mV       
#db# 193 mV       
#db# 451 mV       
#db# 193 mV       
#db# 483 mV       
#db# 193 mV       
#db# 128 mV       
#db# 193 mV       
#db# 290 mV       
#db# 451 mV       
#db# 128 mV       
#db# 322 mV       
#db# 290 mV       
#db# 386 mV       
#db# 225 mV       
#db# 322 mV       
#db# 257 mV       
#db# 161 mV       
#db# 225 mV       
#db# 193 mV       
#db# 290 mV       
#db# 225 mV       
#db# 451 mV       
#db# 128 mV       
#db# 418 mV       
#db# 225 mV       
#db# 161 mV       
#db# 290 mV       
#db# 193 mV       
#db# 354 mV       
#db# 290 mV       
#db# 225 mV       
#db# 322 mV       
#db# 386 mV       
#db# 257 mV       
#db# 193 mV       
#db# 128 mV       
#db# 451 mV       
#db# 386 mV       
#db# 225 mV       
#db# 451 mV       
#db# 418 mV       
#db# 418 mV       
#db# 451 mV       
#db# 386 mV       
#db# 322 mV       
#db# 257 mV       
#db# 193 mV       
#db# 483 mV       
#db# 290 mV       
#db# 257 mV       
#db# 386 mV       
#db# 225 mV       
#db# 193 mV       
#db# 386 mV       
#db# 193 mV       
#db# 193 mV       
#db# 96 mV       
#db# 225 mV       
#db# 161 mV       
#db# 128 mV       
#db# 451 mV       
#db# 128 mV       
#db# 225 mV       
#db# 451 mV       
#db# 418 mV       
#db# 418 mV       
#db# 290 mV       
#db# 193 mV       
#db# 225 mV       
#db# 386 mV       
#db# 322 mV       
#db# 161 mV       
#db# 128 mV       
#db# 225 mV       
#db# 354 mV       
#db# 225 mV       
#db# 386 mV       
#db# 290 mV       
#db# 290 mV       
#db# 257 mV       
#db# 193 mV       
#db# 225 mV       
#db# 451 mV       
#db# 386 mV       
#db# 386 mV       
#db# 96 mV       
#db# 193 mV       
#db# 161 mV       
#db# 290 mV       
#db# 418 mV       
#db# 354 mV       
#db# 96 mV       
#db# 225 mV       
#db# 386 mV       
#db# 354 mV       
#db# 354 mV       
#db# 354 mV       
#db# 386 mV       
#db# 483 mV       
#db# 451 mV       
#db# 354 mV       
#db# 354 mV       
#db# 225 mV       
#db# 322 mV       
#db# 257 mV       
#db# 290 mV       
#db# 386 mV       
#db# 193 mV       
#db# 161 mV       
#db# 418 mV       
#db# 257 mV       
#db# 161 mV       
#db# 354 mV       
#db# 418 mV       
#db# 451 mV       
#db# 290 mV       
#db# 418 mV       
#db# 322 mV       
#db# 483 mV       
#db# 418 mV       
#db# 96 mV       
#db# 128 mV       
#db# 451 mV       
#db# 354 mV       
#db# 354 mV       
#db# 257 mV       
#db# 193 mV       
#db# 193 mV       
#db# 290 mV       
#db# 193 mV       
#db# 418 mV       
#db# 354 mV       
#db# 386 mV       
#db# 322 mV       
#db# 128 mV       
#db# 161 mV       
#db# 193 mV       
#db# 354 mV       
#db# 386 mV       
#db# 257 mV       
#db# 193 mV       
#db# 128 mV       
#db# 290 mV       
#db# 418 mV       
#db# 386 mV       
#db# 290 mV       
#db# 418 mV       
#db# 225 mV       
#db# 193 mV       
#db# 322 mV       
#db# 386 mV       
#db# 451 mV       
#db# 386 mV       
#db# 451 mV       
#db# 386 mV       
#db# 257 mV       
#db# 161 mV       
#db# 128 mV       
#db# 161 mV       
#db# 290 mV       
#db# 225 mV       
#db# 354 mV       
#db# 483 mV       
#db# 322 mV       
#db# 418 mV       
#db# 386 mV       
#db# 418 mV       
#db# 225 mV       
#db# 418 mV       
#db# 354 mV       
#db# 451 mV       
#db# 354 mV       
#db# 161 mV       
#db# 225 mV       
#db# 418 mV       
#db# 193 mV       
#db# 257 mV       
#db# 322 mV       
#db# 193 mV       
#db# 161 mV       
#db# 451 mV       
#db# 128 mV       
#db# 161 mV       
#db# 257 mV       
#db# 354 mV       
#db# 257 mV       
#db# 322 mV       
#db# 290 mV       
#db# 354 mV       
#db# 322 mV       
#db# 257 mV       
#db# 161 mV       
#db# 225 mV       
#db# 418 mV       
#db# 451 mV       
#db# 290 mV       
#db# 96 mV       
#db# 451 mV       
#db# 386 mV       
#db# 161 mV       
#db# 161 mV       
#db# 128 mV       
#db# 257 mV       
#db# 96 mV       
#db# 161 mV       
#db# 96 mV       
#db# 386 mV       
#db# 322 mV       
#db# 354 mV       
#db# 96 mV       
#db# 257 mV       
#db# 322 mV       
#db# 257 mV       
#db# 257 mV       
#db# 451 mV       
#db# 451 mV       
#db# 225 mV       
#db# 161 mV       
#db# 354 mV       
#db# 161 mV       
#db# 257 mV       
#db# 354 mV       
#db# 290 mV       
#db# 418 mV       
#db# 483 mV       
#db# 418 mV       
#db# 193 mV       
#db# 193 mV       
#db# 128 mV       
#db# 257 mV       
#db# 322 mV       
#db# 418 mV       
#db# 161 mV       
#db# 161 mV       
#db# 161 mV       
#db# 161 mV       
#db# 128 mV       
#db# 451 mV       
#db# 128 mV       
#db# 225 mV       
#db# 128 mV       
#db# 418 mV       
#db# 483 mV       
#db# 386 mV       
#db# 354 mV       
#db# 451 mV       
#db# 193 mV       
#db# 193 mV       
#db# 354 mV       
#db# 386 mV       
#db# 225 mV       
#db# 161 mV       
#db# 290 mV       
#db# 354 mV       
#db# 515 mV       
#db# 257 mV       
#db# 161 mV       
#db# 193 mV       
#db# 483 mV       
#db# 225 mV       
#db# 483 mV       
#db# 386 mV       
#db# 193 mV       
#db# 290 mV       
#db# 193 mV       
#db# 161 mV       
#db# 128 mV       
#db# 161 mV       
#db# 483 mV       
#db# 483 mV       
#db# 418 mV       
#db# 451 mV       
#db# 386 mV       
#db# 418 mV       
#db# 483 mV       
#db# 290 mV       
#db# 418 mV       
#db# 451 mV       
#db# 322 mV       
#db# 225 mV       
#db# 515 mV       
#db# 290 mV       
#db# 193 mV       
#db# 386 mV       
#db# 515 mV       
#db# 290 mV       
#db# 451 mV       
#db# 386 mV       
#db# 225 mV       
#db# 386 mV       
#db# 386 mV       
#db# 483 mV       
#db# 193 mV       
#db# 418 mV       
#db# 161 mV       
#db# 322 mV       
#db# 515 mV       
#db# 451 mV       
#db# 386 mV       
#db# 257 mV       
#db# 418 mV       
#db# 128 mV       
#db# 193 mV       
#db# 354 mV       
#db# 483 mV       
#db# 354 mV       
#db# 290 mV       
#db# 193 mV       
#db# 225 mV       
#db# 128 mV       
#db# 161 mV       
#db# 483 mV       
#db# 515 mV       
#db# 451 mV       
#db# 290 mV       
#db# 483 mV       
#db# 354 mV       
#db# 193 mV       
#db# 483 mV       
#db# 257 mV       
#db# 290 mV       
#db# 483 mV       
#db# 225 mV       
#db# 193 mV       
#db# 225 mV       
#db# 290 mV       
#db# 193 mV       
#db# 257 mV       
#db# 451 mV       
#db# 257 mV       
#db# 290 mV       
#db# 161 mV       
#db# 225 mV       
#db# 483 mV       
#db# 483 mV       
#db# 225 mV       
#db# 225 mV       
#db# 451 mV       
#db# 193 mV       
#db# 193 mV       
#db# 290 mV       
#db# 161 mV       
#db# 290 mV       
#db# 193 mV       
#db# 290 mV       
#db# 257 mV       
#db# 354 mV       
#db# 225 mV       
#db# 386 mV       
#db# 290 mV       
#db# 418 mV       
#db# 386 mV       
#db# 257 mV       
#db# 354 mV       
#db# 257 mV       
#db# 483 mV       
#db# 354 mV       
#db# 418 mV       
#db# 290 mV       
#db# 483 mV       
#db# 483 mV       
#db# 386 mV       
#db# 290 mV       
#db# 225 mV       
#db# 193 mV       
#db# 225 mV       
#db# 128 mV       
#db# 193 mV       
#db# 161 mV       
#db# 193 mV       
#db# 483 mV       
#db# 418 mV       
#db# 290 mV       
#db# 418 mV       
#db# 322 mV       
#db# 257 mV       
#db# 451 mV       
#db# 451 mV       
#db# 257 mV       
#db# 418 mV       
#db# 257 mV       
#db# 193 mV       
#db# 128 mV       
#db# 354 mV       
#db# 193 mV       
#db# 225 mV       
#db# 193 mV       
#db# 257 mV       
#db# 354 mV       
#db# 354 mV       
#db# 193 mV       
#db# 322 mV       
#db# 128 mV       
#db# 193 mV       
#db# 128 mV       
#db# 290 mV       
#db# 290 mV       
#db# 386 mV       
#db# 483 mV       
#db# 257 mV       
#db# 354 mV       
#db# 515 mV       
#db# 483 mV       
#db# 322 mV       
#db# 322 mV       
#db# 290 mV       
#db# 483 mV       
#db# 193 mV       
#db# 161 mV       
#db# 322 mV       
#db# 225 mV       
#db# 451 mV       
#db# 322 mV       
#db# 257 mV       
#db# 483 mV       
#db# 354 mV       
#db# 483 mV       
#db# 483 mV       
#db# 161 mV       
#db# 128 mV       
#db# 483 mV       
#db# 128 mV       
#db# 354 mV       
#db# 225 mV       
#db# 290 mV       
#db# 193 mV       
#db# 483 mV       
#db# 483 mV       
#db# 386 mV       
#db# 354 mV       
#db# 193 mV       
#db# 483 mV       
#db# 451 mV       
#db# 225 mV       
#db# 193 mV       
#db# 257 mV       
#db# 451 mV       
#db# 322 mV       
#db# 193 mV       
#db# 386 mV       
#db# 290 mV       
#db# 354 mV       
#db# 225 mV       
#db# 128 mV       
#db# 386 mV       
#db# 193 mV       
#db# 483 mV       
#db# 418 mV       
#db# 386 mV       
#db# 161 mV       
#db# 225 mV       
#db# 290 mV       
#db# 225 mV       
#db# 161 mV       
#db# 225 mV       
#db# 290 mV       
#db# 418 mV       
#db# 451 mV       
#db# 483 mV       
#db# 290 mV       
#db# 257 mV       
#db# 225 mV       
#db# 354 mV       
#db# 225 mV       
#db# 418 mV       
#db# 161 mV       
#db# 193 mV       
#db# 193 mV       
#db# 128 mV       
#db# 483 mV       
#db# 354 mV       
#db# 161 mV       
#db# 386 mV       
#db# 225 mV       
#db# 193 mV       
#db# 451 mV       
#db# 451 mV       
#db# 225 mV       
#db# 128 mV       
#db# 193 mV       
#db# 225 mV       
#db# 418 mV       
#db# 290 mV       
#db# 193 mV       
#db# 354 mV       
#db# 451 mV       
#db# 515 mV       
#db# 290 mV       
#db# 257 mV       
#db# 386 mV       
#db# 257 mV       
#db# 161 mV       
#db# 193 mV       
#db# 483 mV       
#db# 483 mV       
#db# 354 mV       
#db# 161 mV       
#db# 193 mV       
#db# 515 mV       
#db# 128 mV       
#db# 161 mV       
#db# 418 mV       
#db# 483 mV       
#db# 483 mV       
#db# 418 mV       
#db# 418 mV       
#db# 225 mV       
#db# 161 mV       
#db# 161 mV       
#db# 418 mV       
#db# 322 mV       
#db# 483 mV       
#db# 322 mV       
#db# 161 mV       
#db# 386 mV       
#db# 354 mV       
#db# 483 mV       
#db# 193 mV       
#db# 128 mV       
#db# 322 mV       
#db# 257 mV       
#db# 354 mV       
#db# 161 mV       
#db# 483 mV       
#db# 354 mV       
#db# 386 mV       
#db# 483 mV       
#db# 354 mV       
#db# 290 mV       
#db# 161 mV       
#db# 451 mV       
#db# 161 mV       
#db# 418 mV       
#db# 483 mV       
#db# 354 mV       
#db# 225 mV       
#db# 128 mV       
#db# 386 mV       
#db# 451 mV       
#db# 386 mV       
#db# 161 mV       
#db# 386 mV       
#db# 322 mV       
#db# 322 mV       
#db# 290 mV       
#db# 290 mV       
#db# 354 mV       
#db# 483 mV       
#db# 290 mV       
#db# 225 mV       
#db# 451 mV       
#db# 290 mV       
#db# 193 mV       
#db# 225 mV       
#db# 483 mV       
#db# 354 mV       
#db# 451 mV       
#db# 418 mV       
#db# 451 mV       
#db# 483 mV       
#db# 322 mV       
#db# 451 mV       
#db# 128 mV       
#db# 193 mV       
#db# 354 mV       
#db# 354 mV       
#db# 257 mV       
#db# 483 mV       
#db# 257 mV       
#db# 193 mV       
#db# 354 mV       
#db# 418 mV       
#db# 386 mV       
#db# 322 mV       
#db# 483 mV       
#db# 483 mV       
#db# 290 mV       
#db# 451 mV       
#db# 96 mV       
#db# 386 mV       
#db# 225 mV       
#db# 161 mV       
#db# 451 mV       
#db# 418 mV       
#db# 257 mV       
#db# 483 mV       
#db# 290 mV       
#db# 225 mV       
#db# 225 mV       
#db# 193 mV       
#db# 225 mV       
#db# 225 mV       
#db# 451 mV       
#db# 257 mV       
#db# 483 mV       
#db# 128 mV       
#db# 193 mV       
#db# 257 mV       
#db# 418 mV       
#db# 322 mV       
#db# 354 mV       
#db# 257 mV       
#db# 483 mV       
#db# 386 mV       
#db# 483 mV       
#db# 322 mV       
#db# 225 mV       
#db# 451 mV       
#db# 290 mV       
#db# 96 mV       
#db# 225 mV       
#db# 257 mV       
#db# 257 mV       
#db# 193 mV       
#db# 386 mV       
#db# 128 mV       
#db# 128 mV       
#db# 128 mV       
#db# 290 mV       
#db# 483 mV       
#db# 96 mV       
#db# 161 mV       
#db# 354 mV       
#db# 128 mV       
#db# 193 mV       
#db# 193 mV       
#db# 451 mV       
#db# 257 mV       
#db# 193 mV       
#db# 225 mV       
#db# 161 mV       
#db# 225 mV       
#db# 354 mV       
#db# 128 mV       
#db# 193 mV       
#db# 322 mV       
#db# 418 mV       
#db# 193 mV       
#db# 290 mV       
#db# 418 mV       
#db# 386 mV       
#db# 386 mV       
#db# 128 mV       
#db# 193 mV       
#db# 386 mV       
#db# 386 mV       
#db# 225 mV       
#db# 161 mV       
#db# 354 mV       
#db# 418 mV       
#db# 386 mV       
#db# 322 mV       
#db# 354 mV       
#db# 193 mV       
#db# 322 mV       
#db# 483 mV       
#db# 418 mV       
#db# 451 mV       
#db# 128 mV       
#db# 451 mV       
#db# 290 mV       
#db# 257 mV       
#db# cancelled       
help             This help
detectreader     ['l'|'h'] -- Detect external reader field (option 'l' or 'h' to limit to LF or HF)
fpgaoff          Set FPGA off
lcd              <HEX command> <count> -- Send command/data to LCD
lcdreset         Hardware reset LCD
readmem          [address] -- Read memory at decimal address from flash
reset            Reset the Proxmark3
setlfdivisor     <19 - 255> -- Drive LF antenna at 12Mhz/(divisor+1)
setmux           <loraw|hiraw|lopkd|hipkd> -- Set the ADC mux to a specific value
tune             Measure antenna tuning
version          Show version inforation about the connected Proxmark
#db# HF 13.56 Baseline: 13       
#db# HF 13.56 Field Change: d 2 1       
#db# HF 13.56 Field Change: 2 f 1       
#db# HF 13.56 Field Change: f 2 1       
#db# HF 13.56 Field Change: 2 e 3       
#db# HF 13.56 Field Change: e 2 2       
#db# HF 13.56 Field Change: 2 f 3       
#db# HF 13.56 Field Change: f 4 2       
#db# HF 13.56 Field Change: 4 10 1       
#db# HF 13.56 Field Change: 10 4 1       
#db# HF 13.56 Field Change: 4 10 2       
#db# HF 13.56 Field Change: 10 2 3       
#db# HF 13.56 Field Change: 2 f 3       
#db# HF 13.56 Field Change: f 3 1       
#db# HF 13.56 Field Change: 3 e 3       
#db# HF 13.56 Field Change: e 2 4       
#db# HF 13.56 Field Change: 2 f 3       
#db# HF 13.56 Field Change: f 2 3       
#db# HF 13.56 Field Change: 2 e 3       
#db# HF 13.56 Field Change: e 2 5       
#db# HF 13.56 Field Change: 2 10 1       
#db# HF 13.56 Field Change: 10 2 3       
#db# HF 13.56 Field Change: 2 10 1       
#db# HF 13.56 Field Change: 10 4 2       
#db# HF 13.56 Field Change: 4 10 2       
#db# HF 13.56 Field Change: 10 4 3       
#db# HF 13.56 Field Change: 4 f 2       
#db# HF 13.56 Field Change: f 2 3       
#db# HF 13.56 Field Change: 2 f 3       
#db# HF 13.56 Field Change: f 3 1       
#db# HF 13.56 Field Change: 3 e 3       
#db# HF 13.56 Field Change: e 3 3       
#db# HF 13.56 Field Change: 3 e 1       
#db# HF 13.56 Field Change: e 1 3       
#db# HF 13.56 Field Change: 1 e 1       
#db# HF 13.56 Field Change: e 3 3       
#db# HF 13.56 Field Change: 3 10 1       
#db# HF 13.56 Field Change: 10 4 1       
#db# HF 13.56 Field Change: 4 f 1       
#db# HF 13.56 Field Change: f 4 2       
#db# HF 13.56 Field Change: 4 11 1       
#db# HF 13.56 Field Change: 11 4 1       
#db# HF 13.56 Field Change: 4 f 2       
#db# HF 13.56 Field Change: f 3 1       
#db# HF 13.56 Field Change: 3 10 1       
#db# HF 13.56 Field Change: 10 4 2       
#db# HF 13.56 Field Change: 4 11 1       
#db# HF 13.56 Field Change: 11 4 1       
#db# HF 13.56 Field Change: 4 10 1       
#db# HF 13.56 Field Change: 10 4 1       
#db# HF 13.56 Field Change: 4 10 3       
#db# HF 13.56 Field Change: 10 3 2       
#db# HF 13.56 Field Change: 3 10 1       
#db# HF 13.56 Field Change: 10 3 2       
#db# HF 13.56 Field Change: 3 10 3       
#db# HF 13.56 Field Change: 10 4 1       
#db# HF 13.56 Field Change: 4 f 2       
#db# HF 13.56 Field Change: f 2 1       
#db# HF 13.56 Field Change: 2 10 3       
#db# HF 13.56 Field Change: 10 4 3       
#db# HF 13.56 Field Change: 4 f 1       
#db# HF 13.56 Field Change: f 3 1       
#db# HF 13.56 Field Change: 3 10 3       
#db# HF 13.56 Field Change: 10 2 1       
#db# HF 13.56 Field Change: 2 10 3       
#db# HF 13.56 Field Change: 10 4 1       
#db# HF 13.56 Field Change: 4 10 1       
#db# HF 13.56 Field Change: 10 2 1       
#db# HF 13.56 Field Change: 2 10 1       
#db# HF 13.56 Field Change: 10 4 2       
#db# HF 13.56 Field Change: 4 10 7       
#db# HF 13.56 Field Change: 10 3 1       
#db# HF 13.56 Field Change: 3 e 3       
#db# HF 13.56 Field Change: e 1 4       
#db# HF 13.56 Field Change: 1 10 1       
#db# HF 13.56 Field Change: 10 3 2       
#db# HF 13.56 Field Change: 3 f 2       
#db# HF 13.56 Field Change: f 4 2       
#db# HF 13.56 Field Change: 4 f 1       
#db# HF 13.56 Field Change: f 3 1       
#db# HF 13.56 Field Change: 3 e 3       
#db# HF 13.56 Field Change: e 2 5       
#db# HF 13.56 Field Change: 2 e 3       
#db# HF 13.56 Field Change: e 2 4       
#db# HF 13.56 Field Change: 2 e 2       
#db# HF 13.56 Field Change: e 2 1       
#db# HF 13.56 Field Change: 2 10 1       
#db# HF 13.56 Field Change: 10 5 2       
#db# HF 13.56 Field Change: 5 10 6       
#db# HF 13.56 Field Change: 10 2 2       
#db# HF 13.56 Field Change: 2 e 2       
#db# HF 13.56 Field Change: e 3 2       
#db# HF 13.56 Field Change: 3 10 1       
#db# HF 13.56 Field Change: 10 2 1       
#db# HF 13.56 Field Change: 2 e 2       
#db# HF 13.56 Field Change: e 3 1       
#db# HF 13.56 Field Change: 3 f 1       
#db# HF 13.56 Field Change: f 3 1       
#db# HF 13.56 Field Change: 3 e 1       
#db# HF 13.56 Field Change: e 2 5       
#db# HF 13.56 Field Change: 2 f 2       
#db# HF 13.56 Field Change: f 3 1       
#db# HF 13.56 Field Change: 3 10 1       
#db# HF 13.56 Field Change: 10 4 1       
#db# HF 13.56 Field Change: 4 f 2       
#db# HF 13.56 Field Change: f 3 1       
#db# HF 13.56 Field Change: 3 e 2       
#db# HF 13.56 Field Change: e 3 6       
#db# HF 13.56 Field Change: 3 f 1       
#db# HF 13.56 Field Change: f 4 1       
#db# HF 13.56 Field Change: 4 10 2       
#db# HF 13.56 Field Change: 10 4 2       
#db# HF 13.56 Field Change: 4 f 2       
#db# HF 13.56 Field Change: f 4 2       
#db# HF 13.56 Field Change: 4 10 1       
#db# HF 13.56 Field Change: 10 4 3       
#db# HF 13.56 Field Change: 4 f 4       
#db# HF 13.56 Field Change: f 3 3       
#db# HF 13.56 Field Change: 3 10 2       
#db# HF 13.56 Field Change: 10 4 2       
#db# HF 13.56 Field Change: 4 10 4       
#db# HF 13.56 Field Change: 10 2 1       
#db# HF 13.56 Field Change: 2 e 1       
#db# HF 13.56 Field Change: e 2 3       
#db# HF 13.56 Field Change: 2 10 3       
#db# HF 13.56 Field Change: 10 4 2       
#db# HF 13.56 Field Change: 4 f 4       
#db# HF 13.56 Field Change: f 3 1       
#db# HF 13.56 Field Change: 3 f 3       
#db# HF 13.56 Field Change: f 3 1       
#db# HF 13.56 Field Change: 3 e 2       
#db# HF 13.56 Field Change: e 2 1       
#db# HF 13.56 Field Change: 2 e 1       
#db# HF 13.56 Field Change: e 3 2       
#db# HF 13.56 Field Change: 3 f 1       
#db# HF 13.56 Field Change: f 4 1       
#db# HF 13.56 Field Change: 4 f 1       
#db# HF 13.56 Field Change: f 4 2       
#db# HF 13.56 Field Change: 4 10 2       
#db# HF 13.56 Field Change: 10 4 1       
#db# HF 13.56 Field Change: 4 f 3       
#db# HF 13.56 Field Change: f 3 1       
#db# HF 13.56 Field Change: 3 10 1       
#db# HF 13.56 Field Change: 10 4 1       
#db# HF 13.56 Field Change: 4 f 2       
#db# HF 13.56 Field Change: f 4 4       
#db# HF 13.56 Field Change: 4 f 3       
#db# HF 13.56 Field Change: f 4 2       
#db# HF 13.56 Field Change: 4 10 2       
#db# HF 13.56 Field Change: 10 4 3       
#db# HF 13.56 Field Change: 4 10 5       
#db# HF 13.56 Field Change: 10 4 2       
#db# HF 13.56 Field Change: 4 10 7       
#db# HF 13.56 Field Change: 10 4 3       
#db# HF 13.56 Field Change: 4 f 1       
#db# HF 13.56 Field Change: f 3 1       
#db# HF 13.56 Field Change: 3 10 2       
#db# HF 13.56 Field Change: 10 4 2       
#db# HF 13.56 Field Change: 4 10 1       
#db# HF 13.56 Field Change: 10 2 1       
#db# HF 13.56 Field Change: 2 10 3       
#db# HF 13.56 Field Change: 10 4 2       
#db# HF 13.56 Field Change: 4 10 3       
#db# HF 13.56 Field Change: 10 3 1       
#db# HF 13.56 Field Change: 3 f 1       
#db# HF 13.56 Field Change: f 4 1       
#db# HF 13.56 Field Change: 4 10 4       
#db# HF 13.56 Field Change: 10 4 1       
#db# HF 13.56 Field Change: 4 f 2       
#db# HF 13.56 Field Change: f 3 2       
#db# HF 13.56 Field Change: 3 10 2       
#db# HF 13.56 Field Change: 10 2 3       
#db# HF 13.56 Field Change: 2 10 1       
#db# HF 13.56 Field Change: 10 4 1       
#db# HF 13.56 Field Change: 4 f 3       
#db# HF 13.56 Field Change: f 3 1       
#db# HF 13.56 Field Change: 3 f 2       
#db# HF 13.56 Field Change: f 3 2       
#db# HF 13.56 Field Change: 3 f 2       
#db# HF 13.56 Field Change: f 2 3       
#db# HF 13.56 Field Change: 2 10 2       
#db# HF 13.56 Field Change: 10 3 2       
#db# HF 13.56 Field Change: 3 10 3       
#db# HF 13.56 Field Change: 10 4 3       
#db# HF 13.56 Field Change: 4 f 1       
#db# HF 13.56 Field Change: f 2 1       
#db# HF 13.56 Field Change: 2 f 1       
#db# HF 13.56 Field Change: f 4 1       
#db# HF 13.56 Field Change: 4 10 1       
#db# HF 13.56 Field Change: 10 3 1       
#db# HF 13.56 Field Change: 3 10 1       
#db# HF 13.56 Field Change: 10 3 3       
#db# HF 13.56 Field Change: 3 10 3       
#db# HF 13.56 Field Change: 10 4 1       
#db# HF 13.56 Field Change: 4 10 1       
#db# HF 13.56 Field Change: 10 3 1       
#db# HF 13.56 Field Change: 3 10 1       
#db# HF 13.56 Field Change: 10 5 1       
#db# HF 13.56 Field Change: 5 10 2       
#db# HF 13.56 Field Change: 10 3 2       
#db# HF 13.56 Field Change: 3 f 1       
#db# HF 13.56 Field Change: f 4 2       
#db# HF 13.56 Field Change: 4 f 1       
#db# HF 13.56 Field Change: f 2 1       
#db# HF 13.56 Field Change: 2 10 1       
#db# HF 13.56 Field Change: 10 3 3       
#db# HF 13.56 Field Change: 3 10 3       
#db# HF 13.56 Field Change: 10 3 4       
#db# HF 13.56 Field Change: 3 f 1       
#db# HF 13.56 Field Change: f 3 2       
#db# HF 13.56 Field Change: 3 f 1       
#db# HF 13.56 Field Change: f 4 1       
#db# HF 13.56 Field Change: 4 10 2       
#db# HF 13.56 Field Change: 10 2 3       
#db# HF 13.56 Field Change: 2 11 1       
#db# HF 13.56 Field Change: 11 3 1       
#db# HF 13.56 Field Change: 3 10 3       
#db# HF 13.56 Field Change: 10 4 1       
#db# HF 13.56 Field Change: 4 f 3       
#db# HF 13.56 Field Change: f 4 3       
#db# HF 13.56 Field Change: 4 10 2       
#db# HF 13.56 Field Change: 10 4 2       
#db# HF 13.56 Field Change: 4 f 1       
#db# HF 13.56 Field Change: f 3 3       
#db# HF 13.56 Field Change: 3 e 2       
#db# HF 13.56 Field Change: e 3 1       
#db# HF 13.56 Field Change: 3 e 3       
